product-code,product-category,ProductName,list-price,your-price,brand,Description,ImageURL
FJC6004,"Air Conditioning, Cooling > Coupler & Fittings"," 
FJC, Inc. FJC6004 - 1/4"" R134a Service Coupler Low Side
",$47.80,$35.36,"FJC, Inc.","<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>FJC, Inc. FJC6004 </h1><br/><br/><p></p> <ul> <li>1/4 Hose Connection</li> <li>Use when converting R12 Gauge Set to R134a Set</li> <li>Low side</li> <li>Service coupler</li> <li>90 degrees</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/FJC6004-2T.jpg?v-cache=1570177117
MSC82834-SL,"Air Conditioning, Cooling > Coupler & Fittings"," 
Mastercool MSC82834-SL - Safety Lock High side R134A coupler
",$43.68,$35.63,Mastercool,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Mastercool MSC82834-SL </h1><br/><br/><p><strong>Features and Benefits</strong></p> <ul> <li>Secures on R134 High side</li> <li>Locking sleeve prevents accidental coupler removal</li> <li>Releases with manual operation of coupler</li> <li>Heavy duty low refrigerant loss design</li> </ul> <p>Safety lock R134A high side coupler that will not accidentally pull off  AC system. The coupler will release with the normal manual use of the  coupler. </p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MSC82834-SL-2T.jpg?v-cache=1570177117
TIFXP2,"Air Conditioning, Cooling > Coupler & Fittings"," 
TIF Instruments TIFXP2 - REPAIR KIT 3 TIPS AND 3 PROTECTORS
",$60.87,$35.64,TIF Instruments,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>TIF Instruments TIFXP2 </h1><br/><br/>MAINTENANCE KIT (3 TIPS, 3 TIP</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/TIFXP2-2T.jpg?v-cache=1570177117
MSC82834-E,"Air Conditioning, Cooling > Coupler & Fittings"," 
Mastercool MSC82834-E - HIGH SIDE 134A COUPLER 1/4M
",$56.66,$35.96,Mastercool,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Mastercool MSC82834-E </h1><br/><br/><p></p> <ul> <li>Adjusts easily to R134a service ports with varying dimensions</li> <li>All metal construction for extra durability</li> <li>Patented spring loaded depressor will not damaged service valves</li> <li>Can be removed from service ports regardless of knob position without losing refrigerant</li> <li>Meets SAE, UL and EPA recommendations for containment of refrigerant</li> </ul> <p> </p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MSC82834-E-2T.jpg?v-cache=1570177117
MSC82934-E,"Air Conditioning, Cooling > Coupler & Fittings"," 
Mastercool MSC82934-E - LOW SIDE 134A COUPLER 1/4M
",$55.55,$35.96,Mastercool,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Mastercool MSC82934-E </h1><br/><br/><p></p> <ul> <li>Adjusts easily to R134a service ports with varying dimensions</li> <li>All metal construction for extra durability</li> <li>Patented spring loaded depressor will not damaged service valves</li> <li>Can be removed from service ports regardless of knob position without losing refrigerant</li> <li>Meets SAE, UL and EPA recommendations for containment of refrigerant</li> </ul> <p> </p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MSC82934-E-2T.jpg?v-cache=1570177117
FJC6801,"Air Conditioning, Cooling > Coupler & Fittings"," 
FJC, Inc. FJC6801 - R1234YF Manual Coupler
",$56.04,$37.05,"FJC, Inc.","<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>FJC, Inc. FJC6801 </h1><br/><br/><p></p> <ul> <li>M12 Fitting</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/FJC6801-2T.jpg?v-cache=1570177117
FJC6802,"Air Conditioning, Cooling > Coupler & Fittings"," 
FJC, Inc. FJC6802 - R1234YF Lowside Coupler
",$56.04,$37.79,"FJC, Inc.","<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>FJC, Inc. FJC6802 </h1><br/><br/><p></p> <ul> <li>M12 Fitting</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/FJC6802-2T.jpg?v-cache=1570177117
MSC82836,"Air Conditioning, Cooling > Coupler & Fittings"," 
Mastercool MSC82836 - Extra long coupler for BMW and Volvo
",$53.33,$39.49,Mastercool,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Mastercool MSC82836 </h1><br/><br/><p></p> <ul> <li>Patented spring loaded feature to protect valve cores</li> <li>Heavy duty</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MSC82836-2T.jpg?v-cache=1570177117
FJC2685,"Air Conditioning, Cooling > Coupler & Fittings"," 
FJC, Inc. FJC2685 - OE R134a Serv Port Asst
",$74.41,$44.38,"FJC, Inc.","<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>FJC, Inc. FJC2685 </h1><br/><br/><p>OE R134a Service Port Assortment</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/FJC2685-2T.jpg?v-cache=1570177117
MSC98370,"Air Conditioning, Cooling > Coupler & Fittings"," 
Mastercool MSC98370 - R12-134 CON
",$65.04,$48.22,Mastercool,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Mastercool MSC98370 </h1><br/><br/><p></p> <ul> <li>Includes High and Low side R134a couplers and R134a tank adapter</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MSC98370-2T.jpg?v-cache=1570177117
CPSQC134SET,"Air Conditioning, Cooling > Coupler & Fittings"," 
PREMIUM MANUAL COUPLER
",$73.33,$49.99,CPS Products,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>CPS Products CPSQC134SET </h1><br/><br/><p></p> <ul> <li>Chrome manual couplers</li> <li>Latching balls</li> <li>Cross pin valve depressor design</li> <li>Safety sleeve to prevent venting</li> <li>Chrome body and aluminum anodized knob</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/CPSQC134SET-2T.jpg?v-cache=1570177117
FJC6011,"Air Conditioning, Cooling > Coupler & Fittings"," 
FJC, Inc. FJC6011 - R134 MANUAL COUPLER SET
",$95.31,$53.99,"FJC, Inc.","<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>FJC, Inc. FJC6011 </h1><br/><br/><p></p> <ul> <li>High side, low side</li> <li>14mm x 1.5 hose connection</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/FJC6011-2T.jpg?v-cache=1570177117
TIFZX-2,"Air Conditioning, Cooling > Coupler & Fittings"," 
TIF Instruments TIFZX-2 - SENSOR FOR ZX1
",$83.95,$57.77,TIF Instruments,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>TIF Instruments TIFZX-2 </h1><br/><br/>REPLACEMENT SENSOR</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/TIFZX-2-2T.jpg?v-cache=1570177117
MSC63736-K,"Air Conditioning, Cooling > Coupler & Fittings"," 
R134A to 1234YF conversion kit
",$95.14,$66.61,Mastercool,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p><strong>Features &amp; Benefits:</strong></p> <ul> <li>Convert R134A gauge set to R1234YF</li> <li>High and low side standard 1234YF couplers</li> <li>1/2"" Acme M x 1/2"" Acme F tank adapter</li> <li>2 12mm M x 14mm F 1234yf adapters</li> <li>Packaged in clamshell</li> </ul> <p> </p> <p> </p> <p> </p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MSC63736-K-2T.jpg?v-cache=1570177117
ROB18192,"Air Conditioning, Cooling > Coupler & Fittings"," 
Robinair ROB18192 - R134a MANUAL REPLACEMENT COUPLERS
",$98.95,$68.88,Robinair,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Robinair ROB18192 </h1><br/><br/><p></p> <ul> <li>Compact Design</li> <li>Six-ball coupler</li> <li>Quick connect design with an integral safety sleeve</li> </ul> <p>Field service couplers connect to our special Enviro-Guard hoses to allow access to service ports on automotive R-134a A/C systems. The quick-connect design has an integral safety sleeve, which protects against injury and refrigerant loss if the coupler is disconnected under pressure. The compact design easily fits into tight quarters, which is especially handy for retrofits. Six-ball couplers provide a more stable grip on the fitting than do couplers with four balls.</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/ROB18192-2T.jpg?v-cache=1570177117
SRRK00550,"Air Conditioning, Cooling > Coupler & Fittings"," 
S.U.R. and R Auto Parts SRRK00550 - 5/16"" Nylon Tubing 50'
",$117.77,$69.13,S.U.R. and R Auto Parts,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>S.U.R. and R Auto Parts SRRK00550 </h1><br/><br/>5/16"" bulk fuel line replacement nylon tubing for SURR Fuel Line Kits (SRRKP1200).</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/SRRK00550-2T.jpg?v-cache=1570177117
FJC6820,"Air Conditioning, Cooling > Coupler & Fittings"," 
FJC, Inc. FJC6820 - R1234YF Conversion Kit
",$149.76,$72.14,"FJC, Inc.","<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>FJC, Inc. FJC6820 </h1><br/><br/>6pc R1234YF Conversion Kit</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/FJC6820-2T.jpg?v-cache=1570177117
SRRK01050,"Air Conditioning, Cooling > Coupler & Fittings"," 
3/8"" Nylon Tubing 50'
",$147.77,$86.43,S.U.R. and R Auto Parts,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p>3/8"" Nylon Tubing 50'</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/SRRK01050-2T.jpg?v-cache=1570177117
CPSQC1214SET,"Air Conditioning, Cooling > Coupler & Fittings"," 
HFO Coupler Set
",$133.34,$86.67,CPS Products,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>CPS Products CPSQC1214SET </h1><br/><br/><p></p> <ul> <li>HFO-1234YF with14mm female to convert 134a manifold to HFO1234YF Manual Couple Set</li> <li>Used with older style automotive machines and manifolds &amp; HVACR manifolds</li> <li>6 latching balls provide superior alignment</li> <li>12mm female thread</li> <li>One year warranty</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/templates/eauto/images/nophoto.gif?v-cache=1570177117
CPSHS6L,"Air Conditioning, Cooling > Coupler & Fittings"," 
HOSE A/C SET 72 W/BALL VALVES
",$127.36,$87.92,CPS Products,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p><b>Features and Benefits:</b></p> <ul> <li>SAE female straight fittings</li> <li>Full blow ball valve</li> <li>In-line length: 72"" - 180cm</li> <li>Standard 3 pack (Red, blue and yellow)</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/CPSHS6L-2T.jpg?v-cache=1570177117
SRRFIC903,"Air Conditioning, Cooling > Coupler & Fittings"," 
S.U.R. and R Auto Parts SRRFIC903 - Intake System Cleaner Can
",$137.10,$95.54,S.U.R. and R Auto Parts,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>S.U.R. and R Auto Parts SRRFIC903 </h1><br/><br/>Intake System Cleaner Canister, with Liquid Filled Gauge, Add Solution and Connect to Vacuum Line</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/SRRFIC903-2T.jpg?v-cache=1570177117
MSC83736-K,"Air Conditioning, Cooling > Coupler & Fittings"," 
Deluxe R1234A to 1234yf Conversion Kit
",$163.93,$98.99,Mastercool,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p><strong>Features &amp; Benefits:</strong></p> <ul> <li>Converts 134A gauge set to 1234yf</li> <li>High and low side manual 1234yf couplers</li> <li>1/2"" Acme M x 1/"" Acme F  left hand thread adapter</li> <li>2 - 12mm M x 14 mm F 1234yf adapters</li> </ul> <p> </p> <p> </p> <p> </p> <p> </p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MSC83736-K-2T.jpg?v-cache=1570177117
AIR90007,"Air Conditioning, Cooling > Coupler & Fittings"," 
A/C High Side Port Extender for R1234yf
",$228.08,$161.39,Airsept,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Airsept AIR90007 </h1><br/><br/><p></p> <ul> <li>Allows access to recessed A/C service ports that A/C couplers can't reach</li> <li>Eliminates radiator support removal / replacement</li> <li>Quick-connect style fitting</li> <li>Fits in tight spaces</li> <li>Slim and lightweight, easy to handle under the hood</li> </ul> <p>The new High Side Service Port Extender allows technicians to easily  access recessed R1234yf A/C high side service ports. It extends the port  above the radiator support, so no radiator support disassembly is  required. </p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/AIR90007-2T.jpg?v-cache=1570177117
SRRAC1347,"Air Conditioning, Cooling > Coupler & Fittings"," 
S.U.R. and R Auto Parts SRRAC1347 - A/C LINE REPAIR KIT
",$508.24,$337.54,S.U.R. and R Auto Parts,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>S.U.R. and R Auto Parts SRRAC1347 </h1><br/><br/>Air Conditioning Line Repair Kit, 47 Piece, with 10' of Hose, Adapters, Fittings, in Plastic Case</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/SRRAC1347-2T.jpg?v-cache=1570177117
STN12553,"Air Conditioning, Cooling > Cooling Systems Adapters"," 
CHECK VALVE (PT255-3)
",$3.32,$2.03,Stant,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Stant STN12553 </h1><br/><br/>CHECK VALVE</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/STN12553-2T.jpg?v-cache=1570177117
STN12555,"Air Conditioning, Cooling > Cooling Systems Adapters"," 
CUP LEATHER
",$4.43,$2.83,Stant,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Stant STN12555 </h1><br/><br/>LEATHER CUP</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/STN12555-2.jpg?v-cache=1570177117
STN12451,"Air Conditioning, Cooling > Cooling Systems Adapters"," 
PLUG RUBBER TRUCK COOLING
",$4.33,$3.44,Stant,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p>RUBBER PLUG</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/STN12451-2T.jpg
FJC2602,"Air Conditioning, Cooling > Cooling Systems Adapters"," 
1/4FLR LSSPRTADP
",$5.43,$3.94,"FJC, Inc.","<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<span style=""font-face:Times New Roman;font-size:medium;""></span><p style=""margin:0in 0in 12pt;line-height:normal;""></p><ul><li><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">R134a service port adapters will adapt existing R12 service ports to R134a service ports</span></li><li><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Will accept standard R134a Quick Couplers used with R134a manifold gauge sets</span></li><li><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Use when retrofitting from R12 to R134a</span></li><li><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">R134a service port adapters meet SAE J639 standards</span></li><li><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Pressure Resistant</span></li></ul><p><strong></strong></p><p><strong></strong></p><span style=""font-face:Times New Roman;font-size:medium;""></span><p style=""margin:0in 0in 8pt;line-height:normal;""><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;mso-bidi-font-size:11.0pt;"">Service Port Adapter, 1/4"" Low Side: STRAIGHT Low Side port 1/4"" Flare (7/16"" SAE). This part uses FJC cap 2614 ** Remove R12 valve core from vehicle Before installing #2602 containing valve core.</span></p><span style=""font-face:Times New Roman;font-size:medium;""></span><p><strong></strong></p><span style=""font-face:Times New Roman;font-size:medium;""></span></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/FJC2602-2T.jpg
THX101,"Air Conditioning, Cooling > Cooling Systems Adapters"," 
ANTIFREEZE TESTER ETHYLENE GLYCOL POCKET TYPE
",$8.88,$6.50,Thexton,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Thexton THX101 </h1><br/><br/><p><b>Features and Benefits:</b></p> <ul> <li>Tests to -34° -indicates optimal 50/50 mixture</li> <li>The original ball-type, specific gravity tester</li> <li>Special 6th ball shows overprotection and loss of cooling protection</li> <li>Number floating balls measures degree of protection</li> <li>Temperature compensating for testing with engine hot or cold</li> </ul> <p>Extra long neoprene dip tube. Complete with vinyl pocket.</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/THX101-2.jpg?v-cache=1570177117
LEGA73452D,"Air Conditioning, Cooling > Cooling Systems Adapters"," 
COLORCONNEX TYPE D 3PC 1/4"" BODY COUPLER & PLUG KI
",$8.56,$6.84,Legacy Manufacturing,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p> <ul><li>ColorConnex Coupler &amp; Plug Kit (3 Piece), Industrial Type D, 1/4 in. NPT, Red - A73452D</li><li>Size:3 PieceThe patented color code system allows for easy, color-to-color matching of couplers and plugs among the standard pneumatic interchanges. It also solves the problem of potential crossing and contaminating of different air lines. By using color to dedicate your different air lines, a lubricated line will never be used for a dry line application as long as your couplers and plugs match.</li><li> Color: Anodized Red</li><p>Straight on chuck with 12 in. Hose Heavy duty gauge Brass indicator bar is calibrated to 10-90 PSI in 2 PSI increments 1/4 in. NPT Brass internal parts.</p></ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/LEGA73452D-2T.jpg
LIS39200,"Air Conditioning, Cooling > Cooling Systems Adapters"," 
Heater Hose Disconnect for Ford 2.0L
",$9.99,$8.01,Lisle,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p> <ul> <li>Disconnects the Heater Hose Fittings on 2012-2016 Ford Focus 2.0L and 2013-2016 Ford Escape 2.0L EcoBoost</li> <li>These type of fittings are close to the firewall behind the engine and are difficult to turn with very little to hang onto to rotate</li> <li>They only get worse over time with each heat cycle and deposit buildup</li> </ul> <p>Disconnects the heater hose fittings on 2012-2016 Ford Focus 2.0L and  2013-2016 Ford Escape 2.0L EcoBoost®. These type of fittings are close to  the firewall behind the engine and are difficult to turn with very  little to hang onto to rotate. They only get worse over time with each  heat cycle and deposit buildup.</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/LIS39200-2T.jpg?v-cache=1570177117
THX102,"Air Conditioning, Cooling > Cooling Systems Adapters"," 
ANTIFREEZE TESTER ETHYLENE GLYCOL POCKET TYPE
",$9.99,$8.21,Thexton,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Thexton THX102 </h1><br/><br/><p><b>Features and Benefits:</b></p> <ul> <li>Sixth Ball shows overprotection with rugged safety shield</li> <li>Thexton's professional model and the most popular Cold-Chek®</li> <li>The 102 has a rugged, chrome    plated safety shield of ABS plastic</li> <li>Also used to test Dex-Cool®</li> <li>Comes with vinyl case imprinted with instructions</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/THX102-2.jpg?v-cache=1570177117
LIS75730,"Air Conditioning, Cooling > Cooling Systems Adapters"," 
DIESEL DETECTOR FLUID
",$9.25,$8.29,Lisle,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Lisle LIS75730 </h1><br/><br/><p></p> <ul> <li>Fluid changes from red to yellow if a leak is detected</li> <li>Connect tester to hand vacuum pump with hose provided</li> <li>Tapered plug fits all radiators</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/LIS75730-2T.jpg?v-cache=1570177117
THX100,"Air Conditioning, Cooling > Cooling Systems Adapters"," 
ANTIFREEZE TESTER PROPYLENE GLYCOL POCKET TYPE
",$10.46,$8.70,Thexton,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Thexton THX100 </h1><br/><br/><p><b>Features and Benefits:</b></p> <ul> <li>For testing propylene glycol-based antifreeze in automotive radiators and freshwater system in RV's and boats</li> <li>Accurate to -50 degrees F</li> <li>Ball float to show freeze protection</li> <li>Tests coolant hot or cold</li> <li>Pocket protector</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/THX100-2.jpg?v-cache=1570177117
FJC6840,"Air Conditioning, Cooling > Cooling Systems Adapters"," 
R-1234yf TOP CAN TAP
",$12.43,$9.00,"FJC, Inc.","<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p><strong>Features &amp; Benefits:</strong></p> <ul> <li>Brass valve</li> <li>For R-1234yf yellow hose</li> <li>1/2"" ACME LH threads</li> <li>For use with self-sealing cans</li> </ul> <p> </p> <p> </p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/FJC6840-2T.jpg
KDT368073,"Air Conditioning, Cooling > Cooling Systems Adapters"," 
REPL ADAPTER 3/8
",$11.48,$9.07,GearWrench,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>KD Tools KDT368073 </h1><br/><br/>Adapter, 3/8""</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/KDT368073-2T.jpg?v-cache=1570177117
SRRK305,"Air Conditioning, Cooling > Cooling Systems Adapters"," 
9/16""-5/16"" Male Spring Lock
",$16.47,$9.27,S.U.R. and R Auto Parts,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p>9/16""-5/16"" Male Spring Lock</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/SRRK305-2T.jpg
SRRK315,"Air Conditioning, Cooling > Cooling Systems Adapters"," 
7/16""-5/16"" Male Spring Lock
",$16.47,$9.31,S.U.R. and R Auto Parts,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p>7/16""-5/16"" Male Spring Lock</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/SRRK315-2T.jpg
FJC6029,"Air Conditioning, Cooling > Cooling Systems Adapters"," 
R-134a TOP CAN TAP
",$12.21,$9.53,"FJC, Inc.","<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p><strong>Features &amp; Benefits:</strong></p><ul><li>R-134a can tap</li><li>For self-sealing valve cans</li><li>1/2"" ACME RH thread</li><li>For R-134a yellow hose</li><li>Easy to use</li></ul><p></p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/FJC6029-2T.jpg
KTI75322,"Air Conditioning, Cooling > Cooling Systems Adapters"," 
K Tool International KTI75322 - GM Radiator Disconnect Tool
",$13.99,$10.13,K Tool International,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>K Tool International KTI75322 </h1><br/><br/><p>GM Disconnect Removal Tool - completely fills the void in the connector to release the fastener</p> <p>Features and Benefits:</p> <ul> <li>Designed to completely fill the void in the connector to release the fastener</li> <li>40-degree offset design to work around obstructions in tight spaces</li> <li>Specifically designed for use on GM vehicles</li> <li>Quick and easy-to-use</li> </ul> <p>The radiator disconnect tool is designed to completely fill the void in the connector to easily release the fastener. Unique 40-degree offset design allows users to work around obstructions in tight spaces. Quick and easy-to-use! Tool is specifically designed for use on GM vehicles. Patent pending.</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/KTI75322-2T.jpg?v-cache=1570177117
